"","Sample_ID","WW_site_name","WW_site_shrtnm","Lineages","Lineage_abundance","Compress_lineages","Parent_lineage","Parent_lineage_grp","Category","PCR_date","Collection_date","Population"
"1","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"2","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.1",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"3","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.11",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"4","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.12",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"5","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.18",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"6","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.2",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"7","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.2.2",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"8","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.2.3",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"9","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.2.4",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"10","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.2.5",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"11","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.2.5.1",0.00111732,"A.2.5","A","A","Other","2021-11-22",2021-11-19,9095
"12","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.2.5.2",0.00111732,"A.2.5","A","A","Other","2021-11-22",2021-11-19,9095
"13","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.2.5.3",0.00111732,"A.2.5","A","A","Other","2021-11-22",2021-11-19,9095
"14","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.21",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"15","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.23",0.00111732,"A.23","A","A","Other","2021-11-22",2021-11-19,9095
"16","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.23.1",0.00111732,"A.23","A","A","Other","2021-11-22",2021-11-19,9095
"17","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.24",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"18","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.25",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"19","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.4",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"20","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.5",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"21","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.6",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"22","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","A.7",0.00111732,"A","A","A","Other","2021-11-22",2021-11-19,9095
"23","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AC.1",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"24","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AD.2",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"25","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AE.1",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"26","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AE.4",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"27","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AE.7",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"28","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AF.1",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"29","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AH.2",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"30","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AH.3",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"31","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AK.1",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"32","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AK.2",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"33","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AS.1",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"34","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AT.1",0.00111732,"B.1.1*","B.1.1","B.1.1*","Other","2021-11-22",2021-11-19,9095
"35","211104_CVWRF13","(CVWRF) Central Valley WRF","CVWRF13","AY.1",0.06371099,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,515494
"36","211104_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AY.1",0.01727429,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,9095
"37","211104_NDSD18","(NDSD) North Davis SD","NDSD18","AY.1",0.18925342,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,228700
"38","211104_OWRF7","(OWRF) Orem WRF","OWRF7","AY.1",0.07774505,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,112901
"39","211104_PWWTP11","(PWWTP) Payson WWTP","PWWTP11","AY.1",0.2766464,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,21231
"40","211108_BCSD20","(BCSD) Brigham City SD","BCSD20","AY.1",0.00109051,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,21443
"41","211112_OWRF7","(OWRF) Orem WRF","OWRF7","AY.1",0.00115741,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,112901
"42","211112_SBWRDSC26","(SBWRD_SC) Snyderville Basin Silver Creek","SBWRDSC26","AY.1",0.02298391,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,6390
"43","211118_NDSD18","(NDSD) North Davis SD","NDSD18","AY.1",0.0297723,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,228700
"44","211122_BCSD20","(BCSD) Brigham City SD","BCSD20","AY.1",0.02044932,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,21443
"45","211122_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AY.1",0.00111732,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,9095
"46","211122_SBWRDEC27","(SBWRD_EC) Snyderville Basin East Canyon","SBWRDEC27","AY.1",0.03568754,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,23304
"47","211129_OWRF7","(OWRF) Orem WRF","OWRF7","AY.1",0.0139721,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,112901
"48","211129_TSSD6","(TSSD) Timpanogos SSD","TSSD6","AY.1",0.01269957,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,253112
"49","211202_SDSDN16","(SDSD_N) South Davis SD - North","SDSDN16","AY.1",0.01423118,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,84981
"50","211206_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AY.1",0.01049853,"Delta","Delta","Delta","Delta","2021-12-06",2021-12-03,9095
"51","211209_CVWRF13","(CVWRF) Central Valley WRF","CVWRF13","AY.1",0.32143993,"Delta","Delta","Delta","Delta","2021-12-09",2021-12-07,515494
"52","211209_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AY.1",0.27495808,"Delta","Delta","Delta","Delta","2021-12-09",2021-12-07,9095
"53","211209_JBSVPP5","(JBSVPP) Jordan Basin SVPP","JBSVPP5","AY.1",0.81765081,"Delta","Delta","Delta","Delta","2021-12-09",2021-12-07,89507
"54","211209_SGWWTP33","(SGWWTP) St George WWTP","SGWWTP33","AY.1",0.10965359,"Delta","Delta","Delta","Delta","2021-12-09",2021-12-07,92047
"55","211209_TSSD6","(TSSD) Timpanogos SSD","TSSD6","AY.1",0.01616335,"Delta","Delta","Delta","Delta","2021-12-09",2021-12-07,253112
"56","211213_SBWRDSC26","(SBWRD_SC) Snyderville Basin Silver Creek","SBWRDSC26","AY.1",0.03179906,"Delta","Delta","Delta","Delta","2021-12-13",2021-12-10,6390
"57","211213_SLCWRF14","(SLCWRF) Salt Lake City WRF","SLCWRF14","AY.1",0.04033589,"Delta","Delta","Delta","Delta","2021-12-13",2021-12-10,209645
"58","211216_ACSSD32","(ACSSD) Ash Creek SSD","ACSSD32","AY.1",0.01617799,"Delta","Delta","Delta","Delta","2021-12-16",2021-12-14,24970
"59","211216_ROOSCSD30","(ROOSCSD) Roosevelt City SD","ROOSCSD30","AY.1",0.03035422,"Delta","Delta","Delta","Delta","2021-12-16",2021-12-14,6790
"60","211216_SBWRDEC27","(SBWRD_EC) Snyderville Basin East Canyon","SBWRDEC27","AY.1",0.39541732,"Delta","Delta","Delta","Delta","2021-12-16",2021-12-14,23304
"61","211216_SQWRF12","(SQWRF) Santaquin WRF","SQWRF12","AY.1",0.4766272,"Delta","Delta","Delta","Delta","2021-12-16",2021-12-14,12510
"62","211228_CWSD19","(CWSD) Central Weber WSD","CWSD19","AY.1",0.08288697,"Delta","Delta","Delta","Delta","2021-12-28",2021-12-23,208850
"63","211104_BCSD20","(BCSD) Brigham City SD","BCSD20","AY.100",0.136497,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,21443
"64","211104_CVWRF13","(CVWRF) Central Valley WRF","CVWRF13","AY.100",0.0435686,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,515494
"65","211104_MWRF24","(MWRF) Moab WRF","MWRF24","AY.100",0.19350576,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,9896
"66","211104_PRWID25","(PRWID) Price WID","PRWID25","AY.100",0.0346806,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,17312
"67","211104_PWWTP11","(PWWTP) Payson WWTP","PWWTP11","AY.100",0.012959,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,21231
"68","211104_SBWRDEC27","(SBWRD_EC) Snyderville Basin East Canyon","SBWRDEC27","AY.100",0.0428139,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,23304
"69","211104_SBWRDSC26","(SBWRD_SC) Snyderville Basin Silver Creek","SBWRDSC26","AY.100",0.231874,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,6390
"70","211104_SDSDN16","(SDSD_N) South Davis SD - North","SDSDN16","AY.100",0.114447,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,84981
"71","211104_SDSDS15","(SDSD_S) South Davis SD - South","SDSDS15","AY.100",0.0522109,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,21872
"72","211104_SFWWTP10","(SFWWTP) Spanish Fork WWTP","SFWWTP10","AY.100",0.0319379,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,53313
"73","211104_SQWRF12","(SQWRF) Santaquin WRF","SQWRF12","AY.100",0.206162,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,12510
"74","211104_SVWRF3","(SVWRF) South Valley WRF","SVWRF3","AY.100",0.325691,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,254971
"75","211104_SVWWTP9","(SVWWTP) Springville WWTP","SVWWTP9","AY.100",0.0220674,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,35840
"76","211104_TSSD6","(TSSD) Timpanogos SSD","TSSD6","AY.100",0.10244541,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,253112
"77","211104_CVWWTP28","(CVWWTP) Coalville WWTP","CVWWTP28","AY.100",0.05340724,"Delta","Delta","Delta","Delta","2021-11-04",2021-11-02,1322
"78","211108_BCSD20","(BCSD) Brigham City SD","BCSD20","AY.100",0.0346891,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,21443
"79","211108_LCCWWTP22","(LCCWWTP) Logan City WWTP","LCCWWTP22","AY.100",0.0369499,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,94005
"80","211108_MWRF24","(MWRF) Moab WRF","MWRF24","AY.100",0.00249046,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,9896
"81","211108_PRWID25","(PRWID) Price WID","PRWID25","AY.100",0.06045498,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,17312
"82","211108_SBWRDEC27","(SBWRD_EC) Snyderville Basin East Canyon","SBWRDEC27","AY.100",0.137546,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,23304
"83","211108_SBWRDSC26","(SBWRD_SC) Snyderville Basin Silver Creek","SBWRDSC26","AY.100",0.166137,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,6390
"84","211108_CCRWWTF31","(CCRWWTF) Cedar City WWTF","CCRWWTF31","AY.100",0.0426025,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,32451
"85","211108_CVWWTP28","(CVWWTP) Coalville WWTP","CVWWTP28","AY.100",0.98866066,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,1322
"86","211108_ROOSCSD30","(ROOSCSD) Roosevelt City SD","ROOSCSD30","AY.100",0.0501784,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,6790
"87","211108_SGWWTP33","(SGWWTP) St George WWTP","SGWWTP33","AY.100",0.01587603,"Delta","Delta","Delta","Delta","2021-11-08",2021-11-05,92047
"88","211112_ACSSD32","(ACSSD) Ash Creek SSD","ACSSD32","AY.100",0.0325457,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,24970
"89","211112_BCSD20","(BCSD) Brigham City SD","BCSD20","AY.100",0.114333,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,21443
"90","211112_CDSD17","(CDSD) Central Davis SD","CDSD17","AY.100",0.00603717,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,64533
"91","211112_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AY.100",0.0370859,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,9095
"92","211112_JBSVPP5","(JBSVPP) Jordan Basin SVPP","JBSVPP5","AY.100",0.0271058,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,89507
"93","211112_NDSD18","(NDSD) North Davis SD","NDSD18","AY.100",0.05243772,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,228700
"94","211112_OWRF7","(OWRF) Orem WRF","OWRF7","AY.100",0.0527986,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,112901
"95","211112_PCWRF8","(PCWRF) Provo City WRF","PCWRF8","AY.100",0.0059415,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,102624
"96","211112_PRWID25","(PRWID) Price WID","PRWID25","AY.100",0.09105366,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,17312
"97","211112_SBWRDEC27","(SBWRD_EC) Snyderville Basin East Canyon","SBWRDEC27","AY.100",0.0848485,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,23304
"98","211112_SBWRDSC26","(SBWRD_SC) Snyderville Basin Silver Creek","SBWRDSC26","AY.100",0.02298391,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,6390
"99","211112_SGWWTP33","(SGWWTP) St George WWTP","SGWWTP33","AY.100",0.0974086,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,92047
"100","211112_SVWRF3","(SVWRF) South Valley WRF","SVWRF3","AY.100",0.04199869,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,254971
"101","211112_TSSD6","(TSSD) Timpanogos SSD","TSSD6","AY.100",0.07474495,"Delta","Delta","Delta","Delta","2021-11-12",2021-11-09,253112
"102","211118_ACSSD32","(ACSSD) Ash Creek SSD","ACSSD32","AY.100",0.0592847,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,24970
"103","211118_AVWRF29","(AVWRF) Ashley Valley WRF","AVWRF29","AY.100",0.06287224,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,29513
"104","211118_BCSD20","(BCSD) Brigham City SD","BCSD20","AY.100",0.0283998,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,21443
"105","211118_CCRWWTF31","(CCRWWTF) Cedar City WWTF","CCRWWTF31","AY.100",0.0189573,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,32451
"106","211118_CDSD17","(CDSD) Central Davis SD","CDSD17","AY.100",0.00378774,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,64533
"107","211118_CWSD19","(CWSD) Central Weber WSD","CWSD19","AY.100",0.07207796,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,208850
"108","211118_LCCWWTP22","(LCCWWTP) Logan City WWTP","LCCWWTP22","AY.100",0.0156032,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,94005
"109","211118_NDSD18","(NDSD) North Davis SD","NDSD18","AY.100",0.0329538,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,228700
"110","211118_PCWRF8","(PCWRF) Provo City WRF","PCWRF8","AY.100",0.0105238,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,102624
"111","211118_PRWID25","(PRWID) Price WID","PRWID25","AY.100",0.00466858,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,17312
"112","211118_ROOSCSD30","(ROOSCSD) Roosevelt City SD","ROOSCSD30","AY.100",0.41001096,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,6790
"113","211118_SDSDN16","(SDSD_N) South Davis SD - North","SDSDN16","AY.100",0.117604,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,84981
"114","211118_SDSDS15","(SDSD_S) South Davis SD - South","SDSDS15","AY.100",0.227439,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,21872
"115","211118_SFWWTP10","(SFWWTP) Spanish Fork WWTP","SFWWTP10","AY.100",0.0553418,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,53313
"116","211118_SGWWTP33","(SGWWTP) St George WWTP","SGWWTP33","AY.100",0.0609756,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,92047
"117","211118_SQWRF12","(SQWRF) Santaquin WRF","SQWRF12","AY.100",0.102041,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,12510
"118","211118_SVWRF3","(SVWRF) South Valley WRF","SVWRF3","AY.100",0.0684262,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,254971
"119","211118_SVWWTP9","(SVWWTP) Springville WWTP","SVWWTP9","AY.100",0.0301743,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,35840
"120","211118_TOOELEWRF2","(TOOELEWRF) Tooele WRF","TOOELEWRF2","AY.100",0.0477572,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,36244
"121","211118_TSSD6","(TSSD) Timpanogos SSD","TSSD6","AY.100",0.0616646,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,253112
"122","211118_TWWTP23","(TWWTP) Tremonton WWTP","TWWTP23","AY.100",0.0865318,"Delta","Delta","Delta","Delta","2021-11-18",2021-11-16,12451
"123","211122_AVWRF29","(AVWRF) Ashley Valley WRF","AVWRF29","AY.100",0.08170725,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,29513
"124","211122_BCSD20","(BCSD) Brigham City SD","BCSD20","AY.100",0.427419,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,21443
"125","211122_CCRWWTF31","(CCRWWTF) Cedar City WWTF","CCRWWTF31","AY.100",0.0279003,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,32451
"126","211122_CDSD17","(CDSD) Central Davis SD","CDSD17","AY.100",0.0510321,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,64533
"127","211122_JBSVPP5","(JBSVPP) Jordan Basin SVPP","JBSVPP5","AY.100",0.0233923,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,89507
"128","211122_JBWRF4","(JBWRF) Jordan Basin WRF","JBWRF4","AY.100",0.0321551,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,94484
"129","211122_MWRF24","(MWRF) Moab WRF","MWRF24","AY.100",0.0799314,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,9896
"130","211122_OWRF7","(OWRF) Orem WRF","OWRF7","AY.100",0.0666094,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,112901
"131","211122_PRWID25","(PRWID) Price WID","PRWID25","AY.100",0.06952002,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,17312
"132","211122_SBWRDSC26","(SBWRD_SC) Snyderville Basin Silver Creek","SBWRDSC26","AY.100",0.22642414,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,6390
"133","211122_SDSDN16","(SDSD_N) South Davis SD - North","SDSDN16","AY.100",0.11844083,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,84981
"134","211122_SDSDS15","(SDSD_S) South Davis SD - South","SDSDS15","AY.100",0.07728569,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,21872
"135","211122_SFWWTP10","(SFWWTP) Spanish Fork WWTP","SFWWTP10","AY.100",0.204894,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,53313
"136","211122_SGWWTP33","(SGWWTP) St George WWTP","SGWWTP33","AY.100",0.00445032,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,92047
"137","211122_SLCWRF14","(SLCWRF) Salt Lake City WRF","SLCWRF14","AY.100",0.0847737,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,209645
"138","211122_SQWRF12","(SQWRF) Santaquin WRF","SQWRF12","AY.100",0.136854,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,12510
"139","211122_SVWRF3","(SVWRF) South Valley WRF","SVWRF3","AY.100",0.0223548,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,254971
"140","211122_SVWWTP9","(SVWWTP) Springville WWTP","SVWWTP9","AY.100",0.0896678,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,35840
"141","211122_TOOELEWRF2","(TOOELEWRF) Tooele WRF","TOOELEWRF2","AY.100",0.21868111,"Delta","Delta","Delta","Delta","2021-11-22",2021-11-19,36244
"142","211129_CCRWWTF31","(CCRWWTF) Cedar City WWTF","CCRWWTF31","AY.100",0.10729822,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,32451
"143","211129_CDSD17","(CDSD) Central Davis SD","CDSD17","AY.100",0.0301236,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,64533
"144","211129_CVWWTP28","(CVWWTP) Coalville WWTP","CVWWTP28","AY.100",0.156654,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,1322
"145","211129_HCWWTP21","(HCWWTP) Hyrum City WWTP","HCWWTP21","AY.100",0.02456201,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,9095
"146","211129_LCCWWTP22","(LCCWWTP) Logan City WWTP","LCCWWTP22","AY.100",0.26987072,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,94005
"147","211129_MWRF24","(MWRF) Moab WRF","MWRF24","AY.100",0.383323,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,9896
"148","211129_NDSD18","(NDSD) North Davis SD","NDSD18","AY.100",0.05760953,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,228700
"149","211129_OWRF7","(OWRF) Orem WRF","OWRF7","AY.100",0.03519988,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,112901
"150","211129_PCWRF8","(PCWRF) Provo City WRF","PCWRF8","AY.100",0.0183307,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,102624
"151","211129_PWWTP11","(PWWTP) Payson WWTP","PWWTP11","AY.100",0.03911328,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,21231
"152","211129_SDSDN16","(SDSD_N) South Davis SD - North","SDSDN16","AY.100",0.068348,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,84981
"153","211129_SFWWTP10","(SFWWTP) Spanish Fork WWTP","SFWWTP10","AY.100",0.031046,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,53313
"154","211129_SGWWTP33","(SGWWTP) St George WWTP","SGWWTP33","AY.100",0.0137169,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,92047
"155","211129_SQWRF12","(SQWRF) Santaquin WRF","SQWRF12","AY.100",0.0449567,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,12510
"156","211129_SVWRF3","(SVWRF) South Valley WRF","SVWRF3","AY.100",0.0788463,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,254971
"157","211129_TWWTP23","(TWWTP) Tremonton WWTP","TWWTP23","AY.100",0.0311132,"Delta","Delta","Delta","Delta","2021-11-29",2021-11-26,12451
"158","211202_BCSD20","(BCSD) Brigham City SD","BCSD20","AY.100",0.0484305,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,21443
"159","211202_CCRWWTF31","(CCRWWTF) Cedar City WWTF","CCRWWTF31","AY.100",0.346676,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,32451
"160","211202_CDSD17","(CDSD) Central Davis SD","CDSD17","AY.100",0.07046437,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,64533
"161","211202_NDSD18","(NDSD) North Davis SD","NDSD18","AY.100",0.0738079,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,228700
"162","211202_OWRF7","(OWRF) Orem WRF","OWRF7","AY.100",0.151677,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,112901
"163","211202_PCWRF8","(PCWRF) Provo City WRF","PCWRF8","AY.100",0.0477153,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,102624
"164","211202_PWWTP11","(PWWTP) Payson WWTP","PWWTP11","AY.100",0.0594745,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,21231
"165","211202_SDSDN16","(SDSD_N) South Davis SD - North","SDSDN16","AY.100",0.01670757,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,84981
"166","211202_SDSDS15","(SDSD_S) South Davis SD - South","SDSDS15","AY.100",0.15310355,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,21872
"167","211202_SFWWTP10","(SFWWTP) Spanish Fork WWTP","SFWWTP10","AY.100",0.13252274,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,53313
"168","211202_SGWWTP33","(SGWWTP) St George WWTP","SGWWTP33","AY.100",0.05618198,"Delta","Delta","Delta","Delta","2021-12-02",2021-11-30,92047
